PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Darrell Daniels,ARI,1.6,14.8,0,0,1.5
Donnie Ernsberger,JAC,0,0.0,0,0,0
Garrett Dickerson,NYG,0,0.0,0,0,0
Vince Mayle,LAC,0,0.0,0,0,0
Austin Traylor,DET,0,0.0,0,0,0
Bucky Hodges,NYJ,0,0.0,0,0,0
Alex Ellis,PHI,0,0.0,0,0,0
Moritz Bohringer,CIN,0,0.0,0,0,0
Cole Hikutini,MIN,0,0.0,0,0,0
Temarrick Hemingway,CAR,0,0.0,0,0,0
Marcus Lucas,DAL,0,0.0,0,0,0
