PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Tyler Davis,GB,4.3,40.1,0.4,0,6.2
Charlie Woerner,SF,5.4,40.5,0.4,0,6.2
David Wells,TB,3.2,33.3,0.4,0,5.8
Parker Hesse,ATL,2.9,37.2,0.2,0,4.9
Chris Myarick,NYG,3.7,33.5,0.2,0,4.5
Jacob Hollister,LV,3.7,30.7,0.2,0,4.4
Kenny Yeboah,NYJ,0,24.2,0.3,0,4.2
Feleipe Franks,ATL,3.1,28.9,0.2,0,4.2
Kaden Smith,WAS,3.2,29.2,0.2,0,4.1
Sean McKeon,DAL,1.1,13,0.3,0,3
Julian Hill,MIA,0,14,0.2,0,2.6
Kevin Rader,TEN,0.8,11.1,0.2,0,2.5
Ben Mason,BAL,0.3,2,0,0,0.2
