PlayerName,Team,rec_att,rec_yds,rec_tds,fumbles,fpts
Stephen Anderson,HOU,13.6,131.7,0.9,0.2,18
Jeff Heuerman,DEN,12.2,138.7,0.8,0.5,17.6
Jerell Adams,NYG,11.7,116.2,1,0.1,17.2
David Johnson,PIT,8.9,94.3,1.1,0.2,15.6
Brent Celek,PHI,10.6,120.7,0.6,0.1,15.3
Neal Sterling,JAC,11.5,112.5,0.7,0.1,15.1
Nick Vannett,SEA,9.1,99.6,0.8,0,15
Jordan Leggett,NYJ,10.5,107.1,0.7,0,14.9
Tyler Kroft,CIN,10,104.2,0.6,0.1,14
Logan Paulsen,SF,9.2,97.9,0.7,0.1,13.9
Gavin Escobar,KC,10.7,105.3,0.9,1.3,13.1
Jake Butt,DEN,9.4,96.7,0.6,0.4,12.6
Darren Fells,DET,7.6,84.2,0.7,0.1,12.5
Larry Donnell,BAL,11.7,93.7,0.6,0.4,12
Michael Roberts,DET,8.5,89.4,0.4,0,11.5
Joshua Perkins,ATL,3.8,49.3,1.1,0,11.5
C.J. Uzomah,CIN,8.9,89,0.4,0.1,11.4
Ben Koyack,JAC,8.5,80.1,0.5,0.1,11.1
Michael Hoomanawanui,NO,6.4,60.9,0.9,0.3,10.9
Temarrick Hemingway,LAR,7.3,76.1,0.6,0,10.9
D.J. Tialavea,ATL,5.8,69.2,0.7,0,10.9
Cole Wick,DET,7.9,79,0.5,0,10.8
Ifeanyi Momah,ARI,4.9,60.9,0.8,0.1,10.8
Chris Manhertz,CAR,3.2,40.5,1.1,0,10.4
Ross Travis,KC,6.7,73.4,0.5,0.1,10.1
Sean McGrath,LAC,4.8,59.7,0.7,0.1,10
Connor Hamlett,DAL,4.7,53.4,0.7,0,9.4
Cory Harkey,LAR,6.9,63.1,0.5,0.1,9.4
Blake Bell,SF,4.6,62.7,0.5,0.1,9.2
Lee Smith,OAK,6.6,53.4,0.6,0.1,9.1
Rhett Ellison,NYG,7.2,67.3,0.4,0.1,9
Ben Braunecker,CHI,5.3,61.2,0.5,0.1,8.9
Matt LaCosse,NYG,4.7,47.2,0.7,0,8.7
Matt Lengel,NE,4.5,51.3,0.6,0,8.5
James Hanna,DAL,7,70.9,0.2,0,8.5
Luke Stocker,TB,7.2,56.4,0.5,0.1,8.3
Niles Paul,WAS,4.7,52.6,0.5,0.1,8.2
Eric Saubert,ATL,6.3,72,0.1,0,8
Logan Thomas,BUF,4.1,43.8,0.6,0,8
Asante Cleveland,LAC,5.5,51.4,0.4,0,7.7
John Phillips,NO,6.3,46.5,0.5,0.1,7.7
David Morgan,MIN,6.8,55.3,0.4,0,7.7
Randall Telfer,CLE,5.8,57.4,0.3,0.1,7.5
Eric Tomlinson,NYJ,4.4,46.6,0.5,0,7.4
Bucky Hodges,MIN,5.6,56.5,0.3,0,7.3
Alan Cross,TB,4.4,43.2,0.5,0,7.3
Cooper Helfet,OAK,4.8,47.9,0.4,0,7.3
Jerome Cunningham,TEN,3,31,0.6,0,6.7
Jeremy Sprinkle,WAS,5,48,0.3,0,6.6
Derek Carrier,WAS,4.1,35.4,0.5,0.1,6.6
MyCole Pruitt,CHI,4.5,42,0.4,0.1,6.5
Jeff Cumberland,LAC,1,17,0.8,0,6.5
Alex Ellis,JAC,5.4,42.3,0.4,0,6.4
Mason Schreck,CIN,4,41,0.3,0,5.9
Hakeem Valles,ARI,4.4,43.9,0.2,0,5.6
James O'Shaughnessy,NE,4.7,47.2,0.1,0.1,5.1
Clay Harbor,NO,5,35.3,0.3,0.1,4.8
Khari Lee,DET,4,35,0.2,0,4.7
Brandon Williams,IND,3,34.8,0.2,0.1,4.4
Phillip Supernaw,TEN,3.4,38.3,0.1,0.2,4.3
Braedon Bowman,NO,3,27,0.2,0,3.9
Scott Simonson,CAR,3,31,0,0,3.1
Ryan Hewitt,CIN,3,24.5,0,0.1,2.3
